,date,USE00020,PE100058,MA000001,price_open,price_high,price_low,price_close,PE100042,S5806281,S5806282,S5807322,S5807323,S5806058,S5808597,S0116880,S0068143,S0029751,S0029752,S0164358,S5806052,S0049507,S0049493,S0181392,S0203259,S0203260,M0086399,PE100035,PE100036,USE00145_low,USE00145_high,USE00145_mean,target
329,2017-05-19,6.93,926645.0,1043680.0,44650.0,45400.0,44610.0,45300.0,1.01733,0.0,20.0,60.0,70.0,-16.75,-53.0,45320.0,45160.0,5596.0,336650.0,225975.0,313462.0,196358.0,69716.0,45130.0,-60.0,-20.0,584052.0,7.9697,7.9838,-80.0,-30.0,-55.0,0.0
331,2017-05-22,6.94,926645.0,1043680.0,45570.0,46030.0,45470.0,45800.0,0.960023,-20.0,0.0,60.0,70.0,-14.0,-50.0,45960.0,45760.0,5677.0,332300.0,207275.0,315800.0,198585.0,68911.0,45810.0,-60.0,0.0,569080.0,8.0274,8.0414,-90.0,-30.0,-60.0,0.0
332,2017-05-23,6.93,926645.0,1043680.0,45980.0,46130.0,45760.0,45770.0,0.950282,-20.0,0.0,60.0,70.0,-19.0,-54.0,46080.0,45880.0,5660.5,329875.0,194850.0,321409.0,198585.0,68611.0,45950.0,-40.0,0.0,568678.0,8.0028,8.0238,-70.0,-10.0,-40.0,1.0
333,2017-05-24,6.93,926645.0,1043680.0,45920.0,46160.0,45510.0,45780.0,0.986873,-40.0,-20.0,60.0,70.0,-19.5,-53.5,45970.0,45790.0,5662.5,325675.0,176225.0,323092.0,198585.0,67611.0,45860.0,-60.0,-10.0,581566.0,8.0489,8.0665,-70.0,-20.0,-45.0,0.0
334,2017-05-25,6.94,926645.0,1043680.0,45900.0,46070.0,45730.0,45970.0,0.951863,-30.0,-10.0,60.0,80.0,-18.0,-54.5,46060.0,45870.0,5665.0,321575.0,172000.0,326195.0,198585.0,67338.0,45910.0,-70.0,-30.0,581496.0,8.0262,8.0367,-80.0,-30.0,-55.0,0.0
335,2017-05-26,6.92,926645.0,1043680.0,45910.0,46350.0,45850.0,46000.0,0.950619,-30.0,-10.0,60.0,80.0,-19.5,-57.5,46150.0,45920.0,5671.0,318650.0,160750.0,327675.0,198585.0,66738.0,46050.0,-70.0,-20.0,578398.0,8.1166,8.1343,-90.0,-40.0,-65.0,1.0
338,2017-05-31,6.91,992053.0,1064853.0,45690.0,45850.0,45170.0,45230.0,0.916315,-20.0,0.0,60.0,80.0,-24.25,-56.25,45630.0,45500.0,5615.5,311150.0,157275.0,324262.0,208239.0,61746.0,45540.0,-60.0,0.0,580554.0,7.9465,7.9571,-90.0,-30.0,-60.0,1.0
339,2017-06-01,6.88,992053.0,1064853.0,45320.0,45570.0,45110.0,45350.0,0.90232,-20.0,0.0,60.0,80.0,-24.0,-51.5,45410.0,45250.0,5636.5,308000.0,142825.0,325529.0,208239.0,60823.0,45330.0,-60.0,-10.0,572520.0,7.9355,7.9443,-70.0,-20.0,-45.0,0.0
340,2017-06-02,6.88,992053.0,1064853.0,45450.0,45610.0,45280.0,45380.0,0.973022,-20.0,0.0,60.0,80.0,-25.0,-52.75,45500.0,45280.0,5559.5,305550.0,142925.0,327209.0,208239.0,59824.0,45410.0,-60.0,0.0,582804.0,7.9894,8.0,-60.0,-20.0,-40.0,1.0
342,2017-06-05,6.88,992053.0,1064853.0,44980.0,45490.0,44900.0,45280.0,1.02235,20.0,60.0,60.0,80.0,-30.25,-54.5,45330.0,45200.0,5586.5,302625.0,142925.0,324733.0,190262.0,59724.0,45250.0,0.0,30.0,580036.0,8.0249,8.0391,-20.0,20.0,0.0,1.0
343,2017-06-06,6.88,992053.0,1064853.0,45160.0,45350.0,44900.0,44920.0,1.05398,20.0,40.0,60.0,80.0,-30.0,-55.0,45220.0,45070.0,5540.5,299575.0,144850.0,323729.0,190262.0,58200.0,45150.0,-10.0,30.0,590546.0,7.9815,7.9922,-20.0,20.0,0.0,1.0
344,2017-06-07,6.84,992053.0,1064853.0,44850.0,45300.0,44680.0,44880.0,1.10856,40.0,60.0,60.0,80.0,-29.25,-56.25,45100.0,44970.0,5575.5,294225.0,144850.0,323783.0,190262.0,56747.0,45020.0,10.0,40.0,584600.0,7.9762,7.9815,-10.0,40.0,15.0,0.0
345,2017-06-08,6.84,992053.0,1064853.0,44980.0,45360.0,44820.0,45260.0,1.29491,50.0,70.0,60.0,80.0,-25.75,-50.75,45150.0,44990.0,5647.5,286350.0,145150.0,331049.0,190262.0,56171.0,45070.0,20.0,40.0,570120.0,7.8747,7.8974,10.0,40.0,25.0,0.0
346,2017-06-09,6.84,992053.0,1064853.0,45530.0,46000.0,45490.0,45930.0,1.40143,50.0,70.0,60.0,80.0,-24.5,-51.75,45820.0,45630.0,5739.0,276875.0,145175.0,335089.0,190262.0,55099.0,45750.0,20.0,70.0,571338.0,7.8984,7.9121,10.0,50.0,30.0,0.0
348,2017-06-12,6.85,992053.0,1064853.0,46220.0,46600.0,46110.0,46370.0,1.41933,50.0,70.0,60.0,80.0,-29.0,-57.25,46420.0,46150.0,5752.0,279575.0,152800.0,342486.0,199014.0,55099.0,46340.0,20.0,80.0,575162.0,7.9983,8.0364,0.0,50.0,25.0,1.0
349,2017-06-13,6.84,992053.0,1064853.0,46290.0,46340.0,45810.0,45830.0,0.919781,-20.0,20.0,60.0,80.0,-31.5,-60.75,46150.0,45890.0,5659.0,275850.0,153800.0,344985.0,199014.0,58120.0,46070.0,-20.0,20.0,573816.0,7.9969,8.0178,-40.0,0.0,-20.0,1.0
350,2017-06-14,6.84,992053.0,1064853.0,45650.0,46020.0,45630.0,45960.0,0.548769,-20.0,0.0,60.0,80.0,-30.5,-60.5,45890.0,45600.0,5684.5,272625.0,159400.0,343940.0,199014.0,57998.0,45800.0,-40.0,0.0,561322.0,8.0267,8.0617,-60.0,-20.0,-40.0,1.0
351,2017-06-15,6.84,992053.0,1064853.0,45850.0,45920.0,45380.0,45600.0,0.428441,-60.0,-40.0,60.0,80.0,-24.75,-59.75,45730.0,45360.0,5637.0,268500.0,159300.0,343017.0,199014.0,58371.0,45650.0,90.0,160.0,547820.0,8.0039,8.0551,50.0,110.0,80.0,1.0
352,2017-06-16,6.84,992053.0,1064853.0,45550.0,45800.0,45360.0,45490.0,0.790962,-70.0,-50.0,60.0,80.0,-24.0,-58.75,45790.0,45530.0,5655.5,268450.0,162350.0,339310.0,199014.0,58541.0,45570.0,-110.0,-50.0,537558.0,8.0247,8.0477,-120.0,-80.0,-100.0,
